region	gender	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80 и старше	85 и старше	sum
Хабаровский край	man	7778	8094	9060	9733	9583	9433	9265	8650	7839	7934	7638	7125	6833	6870	6852	6653	6242	6170	7617	8696	8613	8163	8147	8424	8761	9244	10798	11972	12677	12718	12897	13333	12542	12313	11771	11671	11101	10587	10732	10450	10318	9895	9476	9595	9211	8924	8949	8518	8586	7632	7169	6870	6794	7210	7192	7328	7431	7496	7881	7085	6792	6367	6059	6181	6457	5786	5761	5380	5175	4986	3977	3972	3374	2106	1507	1290	1701	1941	2194	1910	8029	2405	629484
Хабаровский край	woman	7281	7817	8664	9167	8963	8837	8726	8049	7511	7515	7307	6857	6550	6524	6528	6306	5909	5933	5750	5762	6239	5979	6215	6631	6951	7268	8408	9913	11179	11378	11816	12145	11649	11339	11218	11174	10882	10230	10748	10224	10301	9960	10189	10192	9837	9620	9709	9321	9460	8631	8146	7790	7833	8603	8489	8746	8961	9411	9748	9309	9207	8979	9255	9589	10032	9218	9314	9155	8958	8986	7485	7594	6433	4095	3224	2657	3950	5226	5374	5169	26291	9217	691989
Амурская область	all	8776	9434	10232	10646	10878	11126	11297	10784	10508	10418	10253	9962	9260	9550	9707	9578	8970	8415	8294	8681	8759	8220	8644	9046	9150	9078	9655	10596	12009	11914	12953	13714	13490	13247	13292	13685	13360	12362	13027	12174	12372	12193	12089	12146	11607	11197	11397	10798	10559	9722	9004	8844	8821	9149	9299	10023	10057	10781	11395	11067	10702	10201	10152	10360	10240	9356	9439	8970	8628	7990	6240	6412	5121	2999	2351	2148	3097	3870	4227	3794	19233	6294	793194
Амурская область	man	4551	4810	5288	5396	5573	5728	5786	5543	5330	5329	5194	5149	4748	4954	4911	4845	4649	4349	4438	5113	4923	4657	4756	4861	4783	4693	4973	5525	5969	6090	6696	7081	6812	6770	6489	6961	6728	6047	6505	5994	6054	5986	5786	5827	5612	5425	5438	5172	5047	4662	4341	4183	4143	4254	4324	4526	4575	4850	5139	4747	4599	4329	4163	4203	4153	3759	3658	3478	3322	2975	2242	2398	1782	1039	754	649	921	1062	1201	1029	4606	1313	375410
Амурская область	woman	4225	4624	4944	5250	5305	5398	5511	5241	5178	5089	5059	4813	4512	4596	4796	4733	4321	4066	3856	3568	3836	3563	3888	4185	4367	4385	4682	5071	6040	5824	6257	6633	6678	6477	6803	6724	6632	6315	6522	6180	6318	6207	6303	6319	5995	5772	5959	5626	5512	5060	4663	4661	4678	4895	4975	5497	5482	5931	6256	6320	6103	5872	5989	6157	6087	5597	5781	5492	5306	5015	3998	4014	3339	1960	1597	1499	2176	2808	3026	2765	14627	4981	417784
Магаданская область	all	1417	1558	1618	1707	1772	1820	1846	1738	1646	1783	1638	1595	1607	1620	1714	1607	1579	1432	1282	1131	1224	1122	1185	1380	1186	1454	1540	1693	1947	1932	2349	2462	2494	2475	2488	2662	2572	2395	2685	2613	2596	2419	2537	2347	2440	2330	2294	2284	2217	2039	1912	1827	1845	1890	2026	2214	2144	2142	2243	2174	2177	1980	1931	1864	1924	1684	1709	1546	1470	1424	1099	960	789	440	382	301	430	480	503	447	1806	552	141234
Магаданская область	man	721	799	863	913	904	923	945	900	828	939	847	836	843	840	897	813	844	736	647	557	613	548	547	683	555	784	793	804	1024	999	1250	1257	1325	1239	1290	1387	1341	1203	1395	1307	1302	1191	1301	1206	1255	1154	1179	1166	1075	1060	966	919	927	920	979	1103	1036	964	1032	996	947	851	856	747	799	706	705	591	572	522	410	358	277	143	115	105	138	136	136	99	354	74	68237
Магаданская область	woman	696	759	755	794	868	897	901	838	818	844	791	759	764	780	817	794	735	696	635	574	611	574	638	697	631	670	747	889	923	933	1099	1205	1169	1236	1198	1275	1231	1192	1290	1306	1294	1228	1236	1141	1185	1176	1115	1118	1142	979	946	908	918	970	1047	1111	1108	1178	1211	1178	1230	1129	1075	1117	1125	978	1004	955	898	902	689	602	512	297	267	196	292	344	367	348	1452	478	72997
Сахалинская область	all	6014	6425	7011	6774	6761	6449	6345	5883	5663	5711	5920	5687	5350	5541	5557	5263	4969	4593	4446	4864	5030	4767	4965	5109	5268	4757	5283	6066	6854	7260	8005	8632	8754	8402	8364	8561	8346	7895	8086	8132	8357	8098	7984	7941	7514	7406	7434	7158	6811	6170	6021	5736	5789	5862	6026	6359	6478	6736	7392	6910	6779	6743	6571	6843	7125	6484	6436	5956	5532	5475	4062	3847	3200	1958	1427	1278	1649	2119	2121	2001	10088	3497	489638
Сахалинская область	man	3093	3301	3562	3473	3525	3345	3250	3031	2868	2976	2971	2967	2757	2829	2823	2657	2605	2363	2413	2986	3002	2832	2829	2880	2838	2736	3091	3520	3782	3895	4205	4523	4510	4443	4270	4385	4211	3986	4145	4077	4176	4099	3926	3823	3697	3625	3620	3542	3352	3060	2915	2736	2809	2857	2852	2991	3045	3101	3433	3061	2989	2823	2732	2788	2860	2515	2425	2245	2026	2055	1488	1396	1165	744	490	410	459	570	566	509	2183	684	236113
Сахалинская область	woman	2921	3124	3449	3301	3236	3104	3095	2852	2795	2735	2949	2720	2593	2712	2734	2606	2364	2230	2033	1878	2028	1935	2136	2229	2430	2021	2192	2546	3072	3365	3800	4109	4244	3959	4094	4176	4135	3909	3941	4055	4181	3999	4058	4118	3817	3781	3814	3616	3459	3110	3106	3000	2980	3005	3174	3368	3433	3635	3959	3849	3790	3920	3839	4055	4265	3969	4011	3711	3506	3420	2574	2451	2035	1214	937	868	1190	1549	1555	1492	7905	2813	253525
Eврейская АОб	all	1853	1868	2096	2209	2183	2170	2260	2285	2095	2178	2375	2160	1970	1989	1997	2027	1771	1600	1585	1538	1574	1609	1635	1759	1917	1847	2000	2177	2430	2495	2588	2866	2756	2662	2574	2811	2557	2522	2513	2487	2543	2452	2562	2508	2229	2304	2273	2195	2082	2029	1713	1754	1723	1833	1808	1968	2023	2164	2134	2089	2092	2019	2000	1976	2146	1915	1952	1837	1758	1668	1316	1266	1159	585	514	444	656	821	801	816	3798	1328	159913
Eврейская АОб	man	944	948	1049	1140	1104	1106	1155	1166	1034	1118	1198	1115	990	998	1026	1033	874	806	876	937	910	922	883	950	1028	1054	1114	1183	1337	1361	1420	1510	1532	1384	1365	1441	1287	1267	1244	1253	1238	1149	1244	1197	1074	1101	1131	1045	984	973	738	788	762	840	856	907	912	990	954	853	869	847	802	809	876	688	742	682	643	617	453	430	420	176	172	140	191	223	222	222	861	275	75883
Eврейская АОб	woman	909	920	1047	1069	1079	1064	1105	1119	1061	1060	1177	1045	980	991	971	994	897	794	709	601	664	687	752	809	889	793	886	994	1093	1134	1168	1356	1224	1278	1209	1370	1270	1255	1269	1234	1305	1303	1318	1311	1155	1203	1142	1150	1098	1056	975	966	961	993	952	1061	1111	1174	1180	1236	1223	1172	1198	1167	1270	1227	1210	1155	1115	1051	863	836	739	409	342	304	465	598	579	594	2937	1053	84030
Чукотский АОк	all	639	664	735	732	767	695	718	686	705	689	773	712	671	775	797	703	667	617	523	491	493	532	547	622	651	503	445	538	592	570	752	865	967	946	914	917	917	910	902	920	894	848	812	839	833	840	804	781	763	792	745	683	688	782	814	805	780	855	746	678	679	610	572	546	513	416	368	277	285	235	194	196	136	74	60	57	69	74	69	45	144	41	49663
Чукотский АОк	man	334	332	401	347	394	341	376	379	341	351	404	364	327	418	397	361	354	280	241	238	248	264	288	321	317	265	244	312	314	275	435	526	500	521	483	503	462	495	486	471	470	446	403	444	456	404	438	371	388	372	377	379	353	381	431	415	380	419	377	330	330	269	258	268	227	175	157	138	107	107	82	89	54	30	18	25	28	25	28	8	46	9	25213
Чукотский АОк	woman	305	332	334	385	373	354	342	307	364	338	369	348	344	357	400	342	313	337	282	253	245	268	259	301	334	238	201	226	278	295	317	339	467	425	431	414	455	415	416	449	424	402	409	395	377	436	366	410	375	420	368	304	335	401	383	390	400	436	369	348	349	341	314	278	286	241	211	139	178	128	112	107	82	44	42	32	41	49	41	37	98	32	24450
Белгородская область	all	14295	15086	17294	17730	17970	18100	18166	17389	16538	17031	17325	16437	15099	14325	14583	14745	14070	13050	13447	12038	12816	12813	14155	15576	16943	17497	19808	20579	23868	24081	25807	26819	27307	25978	25932	26001	24047	22873	23917	22788	22739	21527	22226	22120	21681	20720	21292	20174	20497	18470	18839	19074	20009	20368	21047	23228	24644	25221	26562	24747	24843	23718	22913	22131	21616	19410	19680	18535	18318	19413	14892	11910	11495	6041	4863	4947	7793	11186	11132	11784	61290	23490	1547418
Белгородская область	man	7336	7888	8869	9120	9125	9373	9336	9058	8506	8750	8828	8447	7842	7242	7476	7662	7246	6586	6893	5842	6167	6376	6991	7750	8614	8728	10081	10040	12023	11950	12891	13551	13687	13017	13086	13021	12122	11332	12034	11305	11317	10368	10716	10589	10336	9773	10345	9572	9846	8732	8812	8922	9245	9300	9572	10583	11188	11342	11880	10798	10810	10182	9908	9356	8970	7824	7956	7453	7363	7458	5698	4453	4121	2094	1669	1548	2503	3386	3273	3334	15486	5146	714272
Белгородская область	woman	6959	7198	8425	8610	8845	8727	8830	8331	8032	8281	8497	7990	7257	7083	7107	7083	6824	6464	6554	6196	6649	6437	7164	7826	8329	8769	9727	10539	11845	12131	12916	13268	13620	12961	12846	12980	11925	11541	11883	11483	11422	11159	11510	11531	11345	10947	10947	10602	10651	9738	10027	10152	10764	11068	11475	12645	13456	13879	14682	13949	14033	13536	13005	12775	12646	11586	11724	11082	10955	11955	9194	7457	7374	3947	3194	3399	5290	7800	7859	8450	45804	18344	833146
Брянская область	all	11046	11375	12998	13599	13262	13500	14079	13478	13195	14103	14043	13232	11975	11906	12063	11729	11359	10422	9749	9210	9677	9710	11079	12148	13572	13209	14831	15070	17532	18068	19222	20108	20351	19237	19077	19479	17640	17024	18293	17188	17175	16835	16720	17012	16807	16599	16753	16151	16924	15382	15733	15890	16373	16376	16702	18006	18693	19248	20528	19229	19355	18740	17987	17632	16508	14482	14934	14487	14456	14456	10840	9883	8141	4544	4517	3973	6030	8208	8118	8413	52509	22304	1200187
Брянская область	man	5712	5786	6609	7124	6890	6913	7100	6966	6798	7224	7301	6746	6191	6087	6240	5976	5917	5367	4942	4746	4876	4906	5558	6030	6994	6831	7797	7454	8929	9307	9905	10218	10454	9643	9786	9920	8901	8548	9199	8592	8197	8210	7943	8180	8077	7956	8054	7602	8103	7236	7402	7375	7624	7715	7493	8279	8512	8664	9158	8391	8270	7838	7340	7211	6389	5660	5714	5368	5338	5268	3806	3410	2782	1513	1382	1139	1670	2294	2079	2108	11579	4364	548812
Брянская область	woman	5334	5589	6389	6475	6372	6587	6979	6512	6397	6879	6742	6486	5784	5819	5823	5753	5442	5055	4807	4464	4801	4804	5521	6118	6578	6378	7034	7616	8603	8761	9317	9890	9897	9594	9291	9559	8739	8476	9094	8596	8978	8625	8777	8832	8730	8643	8699	8549	8821	8146	8331	8515	8749	8661	9209	9727	10181	10584	11370	10838	11085	10902	10647	10421	10119	8822	9220	9119	9118	9188	7034	6473	5359	3031	3135	2834	4360	5914	6039	6305	40930	17940	651375
Владимирская область	all	12619	13127	15310	15671	15293	15188	15944	15072	14437	14545	14602	13925	13052	12846	13049	13186	12364	11965	12186	11655	11618	11142	12228	12527	13339	13680	15016	16516	19042	20207	20949	22721	22663	21633	21735	22320	20871	20107	21132	20226	19888	19275	19878	19869	19308	18397	18947	18149	18544	16731	16549	16436	17647	18162	18435	19778	20869	21848	22690	22243	22223	21336	20512	20972	21036	18137	17923	16947	17039	17389	13804	13115	11464	6994	5187	3998	6365	11017	10214	10680	60102	23382	1365805
Владимирская область	man	6372	6706	7956	8043	7864	7834	8203	7711	7406	7516	7498	7224	6772	6591	6713	6691	6307	6080	6508	6510	6190	5990	6467	6666	6983	7166	7916	8590	9751	10676	10817	11705	11655	11236	11217	11408	10651	9984	10548	10259	9852	9476	9623	9720	9331	8839	8994	8739	8672	7768	7637	7526	7986	8139	8342	8634	9181	9385	9853	9231	9135	8635	8031	8200	7978	6701	6599	6140	6185	6002	4695	4391	3730	2220	1517	1203	1733	2865	2638	2609	12724	4412	619239
Владимирская область	woman	6247	6421	7354	7628	7429	7354	7741	7361	7031	7029	7104	6701	6280	6255	6336	6495	6057	5885	5678	5145	5428	5152	5761	5861	6356	6514	7100	7926	9291	9531	10132	11016	11008	10397	10518	10912	10220	10123	10584	9967	10036	9799	10255	10149	9977	9558	9953	9410	9872	8963	8912	8910	9661	10023	10093	11144	11688	12463	12837	13012	13088	12701	12481	12772	13058	11436	11324	10807	10854	11387	9109	8724	7734	4774	3670	2795	4632	8152	7576	8071	47378	18970	746566
Воронежская область	all	21410	22285	24930	25883	25602	25372	25891	24482	23538	23844	23051	21586	19950	19998	20805	20212	19892	19524	21506	20062	21428	21975	22708	23426	25453	27008	31209	32516	36675	37426	39428	40524	40388	38920	38587	38692	35502	34252	35648	32911	32608	31945	32670	32486	32053	30285	31159	29991	30637	28191	28384	28118	29661	30058	30908	33941	35382	36895	39248	37290	37291	36411	34753	33267	32720	28886	29907	27574	27183	29340	23467	20059	19465	10238	7390	7498	11444	18431	18507	18933	108648	45900	2327821
Воронежская область	man	10965	11411	12858	13415	13068	12935	13254	12452	12126	12205	11935	11120	10256	10260	10551	10413	10309	10105	11178	10217	11227	11786	11994	11949	13092	14147	15662	16204	18390	18764	19718	20582	20372	19601	19403	19337	17706	17086	17683	16472	15917	15524	15624	15792	15352	14309	14948	14196	14766	13434	13553	13130	13777	13816	14271	15304	16265	16533	17350	16524	16250	15617	14698	13726	13413	11784	11878	10804	10390	11007	8473	7404	6706	3421	2410	2324	3386	5359	5180	5190	26836	10184	1068849
Воронежская область	woman	10445	10874	12072	12468	12534	12437	12637	12030	11412	11639	11116	10466	9694	9738	10254	9799	9583	9419	10328	9845	10201	10189	10714	11477	12361	12861	15547	16312	18285	18662	19710	19942	20016	19319	19184	19355	17796	17166	17965	16439	16691	16421	17046	16694	16701	15976	16211	15795	15871	14757	14831	14988	15884	16242	16637	18637	19117	20362	21898	20766	21041	20794	20055	19541	19307	17102	18029	16770	16793	18333	14994	12655	12759	6817	4980	5174	8058	13072	13327	13743	81812	35716	1258972
Ивановская область	all	9065	9843	10961	11500	11338	11434	11349	10617	10337	11039	10851	10292	9441	9317	9537	9624	9109	8633	8247	7912	8507	8049	8721	9400	9772	11177	12739	14082	15649	16434	16509	17019	16285	16023	15522	16279	14897	14333	15020	14310	14490	14290	14422	14906	14640	13820	14313	13732	13454	13055	12372	12328	13158	12963	13503	14410	15094	15421	15675	15224	15166	15123	14329	15107	15357	13367	13207	12862	12595	12809	9878	9551	8450	4700	3467	2459	4220	7978	7636	7765	45711	18542	1004180
Ивановская область	man	4707	5111	5628	5941	5744	5850	5786	5457	5295	5675	5473	5238	4853	4721	4963	4958	4647	4470	4176	4192	4511	4218	4360	4909	5159	5954	6575	7349	8191	8470	8519	8880	8554	8286	8070	8282	7687	7228	7509	7008	7204	6890	7014	7243	6992	6628	6839	6475	6303	6060	5679	5694	5963	5862	6112	6449	6667	6738	6738	6404	6317	6089	5531	5831	5713	4865	4797	4513	4436	4445	3332	3184	2659	1445	1008	689	1130	2047	1907	1781	9296	3270	453573
Ивановская область	woman	4358	4732	5333	5559	5594	5584	5563	5160	5042	5364	5378	5054	4588	4596	4574	4666	4462	4163	4071	3720	3996	3831	4361	4491	4613	5223	6164	6733	7458	7964	7990	8139	7731	7737	7452	7997	7210	7105	7511	7302	7286	7400	7408	7663	7648	7192	7474	7257	7151	6995	6693	6634	7195	7101	7391	7961	8427	8683	8937	8820	8849	9034	8798	9276	9644	8502	8410	8349	8159	8364	6546	6367	5791	3255	2459	1770	3090	5931	5729	5984	36415	15272	550607
Калужская область	all	10417	10996	12228	12632	11866	11781	11797	11116	10542	10231	10434	10037	9210	9064	9326	9134	8865	8566	7936	7798	8171	8098	8745	9703	10270	10229	11663	13106	14838	16101	16920	18489	17998	17078	16846	17149	15988	15485	16017	14846	15117	14358	14295	14475	13882	13648	13915	13685	13473	12348	12155	12461	12718	13412	13458	14743	15633	16028	16706	15964	16496	15884	14884	14850	14371	12443	12604	12397	12058	11874	9789	9522	7992	4592	3595	3098	4968	7213	6980	7197	42383	16646	1009380
Калужская область	man	5356	5631	6208	6522	6134	6025	6079	5678	5364	5253	5382	5103	4748	4537	4749	4632	4515	4387	4122	4140	4274	4252	4610	5047	5366	5292	6118	6955	7733	8492	8934	9567	9324	9088	8887	8890	8271	8004	8128	7500	7528	7209	7013	7073	6662	6517	6771	6671	6447	5892	5736	5977	5902	6223	6157	6594	6979	7045	7338	6876	6896	6830	6186	5885	5650	4896	4799	4798	4536	4344	3524	3390	2850	1500	1160	992	1412	2030	1953	1977	9895	3393	467410
Калужская область	woman	5061	5365	6020	6110	5732	5756	5718	5438	5178	4978	5052	4934	4462	4527	4577	4502	4350	4179	3814	3658	3897	3846	4135	4656	4904	4937	5545	6151	7105	7609	7986	8922	8674	7990	7959	8259	7717	7481	7889	7346	7589	7149	7282	7402	7220	7131	7144	7014	7026	6456	6419	6484	6816	7189	7301	8149	8654	8983	9368	9088	9600	9054	8698	8965	8721	7547	7805	7599	7522	7530	6265	6132	5142	3092	2435	2106	3556	5183	5027	5220	32488	13253	541970
Костромская область	all	6188	6837	7752	8001	8088	8218	8358	8033	7715	7800	7437	7095	6553	6536	6669	6613	6340	6064	5352	5229	5238	5372	5632	5851	6397	6216	6399	7040	8126	8899	9483	10202	9834	9656	9962	10513	9658	9399	9356	9386	9384	8975	9164	8939	8911	8637	8477	8157	8142	7812	7741	7580	8138	8389	8668	9362	9969	10645	11363	10902	10964	10500	9749	9842	9660	8397	8217	7927	7784	7849	5629	5503	4685	2509	1790	1458	2547	4517	4475	4701	25712	10063	637267
Костромская область	man	3251	3538	3916	4133	4197	4163	4269	4212	3912	4007	3815	3609	3315	3318	3343	3386	3291	3113	2683	2694	2706	2858	2941	3001	3327	3333	3259	3686	4219	4712	4987	5369	5034	4903	5151	5294	4856	4730	4619	4662	4623	4336	4439	4223	4174	4116	4097	3902	3798	3736	3607	3454	3730	3888	3888	4288	4514	4719	5097	4776	4709	4325	4062	4024	3862	3313	3129	3031	2904	2851	2064	2016	1661	840	615	423	726	1228	1135	1195	5391	1810	292721
Костромская область	woman	2937	3299	3836	3868	3891	4055	4089	3821	3803	3793	3622	3486	3238	3218	3326	3227	3049	2951	2669	2535	2532	2514	2691	2850	3070	2883	3140	3354	3907	4187	4496	4833	4800	4753	4811	5219	4802	4669	4737	4724	4761	4639	4725	4716	4737	4521	4380	4255	4344	4076	4134	4126	4408	4501	4780	5074	5455	5926	6266	6126	6255	6175	5687	5818	5798	5084	5088	4896	4880	4998	3565	3487	3024	1669	1175	1035	1821	3289	3340	3506	20321	8253	344546
Курская область	all	10298	10766	12467	13000	13151	13125	13447	13014	11869	11788	12040	11369	10173	9898	10364	10342	9937	9937	9893	9620	9933	9720	10931	11214	12102	12145	12738	13696	15036	15822	16728	17676	17605	16873	17314	17381	16104	15194	16411	15274	15244	15142	15860	15723	15216	14942	15034	14517	15097	13828	13886	13919	14789	15057	15405	17263	17816	18620	19794	18720	19041	18155	17794	16841	16271	14356	14308	13521	13039	13903	10681	9244	8630	4328	3660	3747	5735	8091	8022	8473	46934	18190	1107041
Курская область	man	5299	5543	6378	6602	6769	6794	6844	6693	6024	5965	6155	5811	5283	5130	5250	5320	5128	5080	5052	4884	4963	4787	5435	5635	6066	6113	6393	6783	7480	7823	8352	8811	8815	8485	8689	8805	8057	7539	7992	7255	7400	7208	7590	7503	7236	7015	7160	6863	7029	6483	6492	6600	6776	7009	6951	7817	8114	8421	9026	8150	8131	7700	7480	6886	6641	5617	5632	5160	4943	5049	3815	3266	2924	1444	1131	1139	1647	2153	2109	2167	10656	3635	502815
Курская область	woman	4999	5223	6089	6398	6382	6331	6603	6321	5845	5823	5885	5558	4890	4768	5114	5022	4809	4857	4841	4736	4970	4933	5496	5579	6036	6032	6345	6913	7556	7999	8376	8865	8790	8388	8625	8576	8047	7655	8419	8019	7844	7934	8270	8220	7980	7927	7874	7654	8068	7345	7394	7319	8013	8048	8454	9446	9702	10199	10768	10570	10910	10455	10314	9955	9630	8739	8676	8361	8096	8854	6866	5978	5706	2884	2529	2608	4088	5938	5913	6306	36278	14555	604226
Липецкая область	all	10818	11493	12929	13249	13273	13109	13582	12573	12587	12510	12765	12101	11606	11514	11380	10966	10889	10054	9194	8400	8932	8689	9697	10625	11913	11634	12694	13444	15822	16335	17859	18986	19451	18546	18552	19204	17476	16209	17220	16255	16676	16189	16479	16723	16238	15582	15813	15523	16155	14449	14597	14438	14906	15624	15690	17462	17816	18968	19861	18987	18910	18283	17180	17136	16393	14185	14723	13890	13589	14245	11130	9534	9109	5160	3855	3521	6077	9062	8432	8923	47987	19319	1144035
Липецкая область	man	5575	5936	6635	6794	6800	6799	7013	6372	6340	6489	6510	6128	5915	5885	5887	5678	5718	5185	4583	4248	4298	4229	4804	5139	6176	5943	6402	6616	7800	8213	9044	9599	9873	9209	9326	9812	8769	8155	8610	8200	8177	7844	8069	8025	7867	7446	7492	7494	7699	6951	6993	6738	6879	7162	7147	7956	8046	8531	8844	8333	8262	7915	7209	7028	6601	5630	5679	5357	5066	5279	4094	3354	3005	1780	1165	1054	1706	2543	2252	2356	10956	3948	522691
Липецкая область	woman	5243	5557	6294	6455	6473	6310	6569	6201	6247	6021	6255	5973	5691	5629	5493	5288	5171	4869	4611	4152	4634	4460	4893	5486	5737	5691	6292	6828	8022	8122	8815	9387	9578	9337	9226	9392	8707	8054	8610	8055	8499	8345	8410	8698	8371	8136	8321	8029	8456	7498	7604	7700	8027	8462	8543	9506	9770	10437	11017	10654	10648	10368	9971	10108	9792	8555	9044	8533	8523	8966	7036	6180	6104	3380	2690	2467	4371	6519	6180	6567	37031	15371	621344
Московская область	all	84539	93113	104933	103975	99531	96357	95828	90104	81392	81141	78881	73826	69809	69801	69989	69008	65071	62480	65143	62408	63477	63224	66942	70685	72807	75762	89427	104737	118727	126478	137435	147688	148460	145906	143463	146272	137597	131486	139749	128781	126139	119760	119999	117184	113248	109085	108105	104135	106356	94326	91318	88818	90463	95248	97036	102422	107220	108628	114735	105942	104062	98992	97513	97570	95557	84052	83717	78295	78107	78383	63265	63526	57190	35626	25170	19206	29834	48346	47863	49079	267695	100538	7599647
Московская область	man	43604	48016	53821	53275	51259	49270	49807	46676	41877	41741	40325	37947	35680	36058	36094	35342	33539	32223	34844	34192	33989	33721	35131	36739	37393	39167	46449	55934	60950	63794	67704	72301	72622	71008	69502	70952	66804	63841	67969	62785	61387	58206	58186	56505	54997	52944	52152	50394	51592	44868	43693	41706	41391	43474	44002	45969	47694	47800	50112	45450	44109	41250	39973	39166	37544	32640	31895	29295	29343	28027	22370	22331	19724	12103	8392	6143	8937	13557	13722	13266	65729	22737	3516383
Московская область	woman	40935	45097	51112	50700	48272	47087	46021	43428	39515	39400	38556	35879	34129	33743	33895	33666	31532	30257	30299	28216	29488	29503	31811	33946	35414	36595	42978	48803	57777	62684	69731	75387	75838	74898	73961	75320	70793	67645	71780	65996	64752	61554	61813	60679	58251	56141	55953	53741	54764	49458	47625	47112	49072	51774	53034	56453	59526	60828	64623	60492	59953	57742	57540	58404	58013	51412	51822	49000	48764	50356	40895	41195	37466	23523	16778	13063	20897	34789	34141	35813	201966	77801	4083264
Орловская область	all	6649	7000	8057	8263	8099	8189	8413	7892	7992	7938	7963	7460	7042	6804	7188	7136	6927	6560	6535	5841	6509	6182	7129	7120	8253	8231	9376	9878	11063	11613	11503	11734	11475	11028	10955	11195	10573	10271	10915	10329	10589	10197	10406	10324	10343	9831	10152	10210	9694	9248	9007	9263	9673	9906	9869	11234	11401	11844	12704	12258	12484	12363	12026	11521	11194	9613	9879	9430	9203	9968	7898	6844	5883	2842	2597	2331	3764	5371	4999	5826	31998	12761	739467
Орловская область	man	3446	3515	4193	4275	4113	4266	4333	4036	4101	4056	4123	3865	3594	3440	3670	3614	3481	3439	3194	2765	3112	2977	3586	3420	4202	4161	4879	4865	5560	5927	5802	5849	5710	5396	5531	5688	5298	5022	5330	5041	5093	4882	5051	4946	4840	4626	4825	4835	4552	4276	4160	4219	4417	4607	4446	5145	5153	5290	5623	5318	5253	5240	4994	4592	4456	3666	3730	3586	3498	3594	2868	2371	1994	947	814	693	1031	1449	1274	1439	7052	2483	333720
Орловская область	woman	3203	3485	3864	3988	3986	3923	4080	3856	3891	3882	3840	3595	3448	3364	3518	3522	3446	3121	3341	3076	3397	3205	3543	3700	4051	4070	4497	5013	5503	5686	5701	5885	5765	5632	5424	5507	5275	5249	5585	5288	5496	5315	5355	5378	5503	5205	5327	5375	5142	4972	4847	5044	5256	5299	5423	6089	6248	6554	7081	6940	7231	7123	7032	6929	6738	5947	6149	5844	5705	6374	5030	4473	3889	1895	1783	1638	2733	3922	3725	4387	24946	10278	405747
Рязанская область	all	10196	10924	12654	12438	12301	12199	12252	11593	11082	11069	11271	10574	9622	9701	9851	9889	9514	9227	9719	9536	10015	9733	10537	10932	11084	11776	13334	14738	16643	16884	17687	18759	17715	17044	17097	17082	16061	15470	16513	15562	15724	15132	15348	15426	15396	15042	15352	15363	15793	14040	13840	13917	14614	14129	14635	15733	16286	17292	18506	17822	18109	17814	16900	16902	16245	14429	14735	14184	14427	14667	11843	11433	10075	5538	4093	3551	5761	10001	9240	9739	54783	22143	1114137
Рязанская область	man	5247	5639	6605	6326	6321	6147	6291	5995	5740	5675	5767	5467	4957	4893	5014	5170	4887	4768	4829	4811	5204	5029	5436	5669	5724	6271	6912	7532	8618	8749	9127	9628	9182	8913	8899	8774	8271	7897	8275	7766	7844	7413	7385	7464	7413	7195	7453	7397	7598	6809	6554	6465	6829	6456	6825	7205	7326	7741	8247	7657	7736	7627	7115	6854	6548	5673	5712	5325	5409	5384	4269	3924	3314	1810	1282	1075	1624	2631	2386	2554	12877	4593	508830
Рязанская область	woman	4949	5285	6049	6112	5980	6052	5961	5598	5342	5394	5504	5107	4665	4808	4837	4719	4627	4459	4890	4725	4811	4704	5101	5263	5360	5505	6422	7206	8025	8135	8560	9131	8533	8131	8198	8308	7790	7573	8238	7796	7880	7719	7963	7962	7983	7847	7899	7966	8195	7231	7286	7452	7785	7673	7810	8528	8960	9551	10259	10165	10373	10187	9785	10048	9697	8756	9023	8859	9018	9283	7574	7509	6761	3728	2811	2476	4137	7370	6854	7185	41906	17550	605307
Смоленская область	all	7742	8564	9638	9864	10181	10054	9976	9920	9603	9806	9590	9044	8486	8241	8466	8526	8056	7716	8178	8072	8391	8376	8996	9502	10143	9666	11201	12213	14153	14884	16224	17331	16629	15720	15332	16014	14617	14286	14962	14078	14181	13646	13801	13437	13395	12966	12856	12680	12791	11881	11792	11803	12290	12625	13461	13990	14647	15625	16137	15106	16090	15660	15034	14485	13852	12314	12246	11430	11935	11801	9552	8695	6759	3863	3482	2800	4442	5932	5869	6114	38457	16156	942363
Смоленская область	man	3965	4415	4924	5143	5324	5173	5073	5076	4940	5007	4917	4621	4270	4243	4352	4373	4111	4067	4203	4309	4458	4548	4866	4980	5347	5293	6036	6552	7574	8114	8752	9443	8897	8374	8145	8366	7767	7505	7687	7163	7252	6888	6938	6593	6587	6360	6362	6232	6242	5685	5645	5553	5758	5881	6151	6422	6628	6973	7110	6522	6779	6490	6119	5749	5406	4687	4560	4292	4423	4227	3435	2929	2206	1261	1076	879	1264	1607	1505	1497	8390	3055	438936
